media_type,post_url,likes,caption
video,https://www.instagram.com/p/DGV7FcKP3rS/,35875,"our LA pop-up + you 🎀 it’s been so much fun seeing you all at our los angeles pop-up, thank you for coming by! your love and support mean the most 🫶"
image,https://www.instagram.com/p/DGTWL6MPe5-/?img_index=1,27830,rhode touch-ups with @awengchuol and peptide lip shape in shade move 🎀
image,https://www.instagram.com/p/DGQ8L-pSl0H/?img_index=1,279312,"rhode night out in LA 🪩🎀🍸  toasting to the opening of our los angeles pop-up, which officially opens this morning at 11am. we can’t wait to meet more of you this week and experience the space together 🤍"
video,https://www.instagram.com/p/DGO6_eeyUka/,74450,"hi los angeles 🎀 our LA pop-up opens tomorrow and we can’t wait to see you there! head to our stories for up-to-date info on entry, products available, and more.  what: 🥛 skincare essentials 🪄 peptide lip shape, tints + treatments ✨ limited edition sugar cookie lip tint 🧸 pocket blush 🪩 rhode mirror + lip case  when: february 19th-25th, from 11am-7pm daily  where: 8483 melrose ave, los angeles, CA 90069"
image,https://www.instagram.com/p/DGOM0Ggv7SB/?img_index=1,255922,"hot pink + sugary sweet 🩷  sugar cookie is our hottest pink peptide lip tint yet. it’s a sheer-but-buildable hot pink gloss sprinkled with pink and blue shimmers. swipe it on for a high-shine, sparkly finish on the lips and a freshly baked sugar cookie scent.  be the first to get our new limited edition shade at our los angeles pop-up from february 19th to 25th. coming very soon to rhodeskin.com ✨"
image,https://www.instagram.com/p/DGL-ngCTJFJ/?img_index=1,18772,"rhode futures foundation x LA Wildfire Relief Update  In response to the devastating wildfires in our hometown of Los Angeles, the rhode futures foundation committed $1 million to support local organizations providing emergency cash payments to relieve mothers, caregivers, and families displaced or deeply affected. These unconditional cash payments allow those affected to address their immediate and long-term needs, from covering the essentials to accessing long-term housing, childcare, and legal support.  Over the last month, our initial partner organizations have made significant progress in fire relief efforts, providing financial support and resources to thousands affected. As part of our plan to continue relief efforts, we’ve also expanded our partners to include five more organizations.  In addition to our $1 million commitment, throughout January and February we have reallocated our ongoing 1% of all online and upcoming pop-up sales from RFF to our LA Wildfire Relief Fund. The recovery process for our hometown will be long and ongoing, and we’re here to continue investing in organizations that provide much-needed relief."
image,https://www.instagram.com/p/DGJCVLZvtcJ/?img_index=1,111605,february’s color palette 🎀🩰🩷🐷
image,https://www.instagram.com/p/DGGeFpSvl6V/?img_index=1,229182,HB’s date night look 🎀  🐷 pocket blush in piggy 🪄 peptide lip shape in stretch 👀 peptide lip tint in…
image,https://www.instagram.com/p/DGD5SXUPfAy/,116266,rhode sweethearts 🫶
image,https://www.instagram.com/p/DGBW4HGvoiE/?img_index=1,89799,rhode crush 🎀🩰🐷
image,https://www.instagram.com/p/DF_a6YqyI92/,89635,"los angeles pop-up 🎀  we can’t wait to bring the world of rhode to LA next week. join us to experience peptide lip shape IRL and stock up on your favorite glazed essentials.  LA is our hometown and it’s so important to continue supporting our community in the aftermath of the devastating wildfires. the rhode futures foundation committed $1 million to a wildfire relief fund to help moms, caregivers, and families displaced and deeply affected. we will continue to build on this commitment at our LA pop-up by giving 1% of all sales to this relief effort and working with beloved local businesses impacted by the fires.  what: 🪄 peptide lip shape, tints + treatments 🧸 pocket blush 🥛 all skincare 🪩 rhode mirror + lip case  when: february 19th-25th, from 11am-7pm daily  where: 8483 melrose ave, los angeles, CA 90069  more details on rhodeskin.com ✨"
image,https://www.instagram.com/p/DF8LQAZOfbo/?img_index=1,39816,rhode to-go 🪄 throw peptide lip shape and the rhode mirror in your purse for effortless lip contouring and touch-ups on the go 🪩
video,https://www.instagram.com/p/DF6ERouzytW/?img_index=1,21565,"get to know lip shape 🫶  🪄 not a precision lip liner: our lip shaper has a rounded tip that softly shapes and contours the lips for a diffused, dimensional effect.  ✨ enhances your lip tone: our collection of eleven shades enhances your natural lip tone for an everyday, contoured look.  🩰 non-drying + easy to blend: it has a creamy, blendable texture, so you can effortlessly apply and touch-up on the go.  💫custom dual-ended design: featuring an innovative silicone smudger that lets you blend out the color without using your fingers."
video,https://www.instagram.com/p/DF3CrzbPZFZ/?img_index=1,24611,"lip shape looks 💫 your go-to combos featuring our lip and cheek essentials.  🪄 glide peptide lip shape along the outline of your lips for a soft-focus, contoured effect  🧸 tap on pocket blush to the center of your lips for a creamy flush of color  ✨ swipe on peptide lip tint or treatment for nourishing, glossy hydration"
image,https://www.instagram.com/p/DF0cqELvO_6/?img_index=1,24110,"rhode dictionary: peptides 🪄  since day one at rhode, peptides have been our go-to skincare ingredient. these short chains of amino acids help support skin’s natural collagen and elastin synthesis. peptides come in many forms, each with unique benefits. swipe to learn about some of our favorites in our formulas 💫"
image,https://www.instagram.com/p/DFx4IwdPOIj/?img_index=1,61416,cozy + contoured 🧸
video,https://www.instagram.com/p/DFvSz_ovMkI/,15256,"peptide lip shape love 🪄  our contouring lip shaper makes it easy to add soft dimension and fullness to your lips. creamy, blendable color glides on effortlessly while efficacious skincare ingredients like peptide and fenugreek extract help lips feel smoother and more hydrated over time.  all eleven shades are available on rhodeskin.com 💫"
image,https://www.instagram.com/p/DFsuQWdvggV/?img_index=1,71910,"the world of rhode now ft. peptide lip shape 🪄  at rhode, our philosophy is to make one of everything really good. to us, that means a collection of intentional, high-performance essentials you reach for everyday. the ones you love, rely on, and always come back to for ultimate barrier nourishment, tint, and glow."
image,https://www.instagram.com/p/DFqJTDYvCNG/?img_index=1,141866,"HB’s everyday lip combo 💫 how to get the look:  🪄 contour lips with peptide lip shape in shade twist, blend out the color with the silicone smudger  🐷 tap pocket blush in shade piggy on the center of the lips"
image,https://www.instagram.com/p/DFnkmtyvO66/?img_index=1,47419,"HB chats all things peptide lip shape, from her go-to shades to favorite ways to wear it 🎀"
video,https://www.instagram.com/p/DFlA_i8v_Qe/?img_index=1,49626,lip contour in the car 🎀 on-the-go with peptide lip shape 🪄
image,https://www.instagram.com/p/DFia2EfPBil/?img_index=1,51737,"the creamiest lip contour 🎀  we call peptide lip shape a lip shaper instead of a liner because it’s not so precise; it’s okay to be a little messy with it! its rounded tip and creamy, blendable texture make for an effortless application without any pulling or dragging across your lips. just a few quick strokes create a softly contoured, voluminous effect.  all eleven shades of peptide lip shape are now available on rhodeskin.com 💫"
video,https://www.instagram.com/p/DFf2vRSPpky/,22718,first impressions of peptide lip shape 🎀 our contouring lip shaper is here. only at rhodeskin.com 🪄
image,https://www.instagram.com/p/DFdRQbHPo8b/?img_index=1,192529,"we’re shaping the world of rhode 🪄peptide lip shape has arrived.  enhance your lips effortlessly. peptide lip shape is a hybrid formula infused with volumizing skincare ingredients. it glides on to create a contoured effect and is clinically proven to enhance the appearance of lip fullness instantly and over time.  now available in a collection of eleven shades, along with our new rhode mirror. @tatemcrae wears shade lean, a warm medium brown. get yours at rhodeskin.com 💫"
image,https://www.instagram.com/p/DFasxupvfo1/?img_index=1,263177,"the making of: peptide lip shape 🎀  behind the scenes of our campaign shoot. see you tomorrow, january 30th at 9am PT, on rhodeskin.com 🪄"
image,https://www.instagram.com/p/DFYICkpvYNU/?img_index=1,46380,"lip care is skincare 🎀  at rhode, we believe nourishing your lips just like the rest of your skin is essential, so we formulated peptide lip shape with skincare ingredients like peptide and fenugreek extract. it’s clinically proven to enhance the appearance of lip fullness, and helps lips feel smoother, firmer, and more hydrated over time. swipe to see more results from our 4-week consumer study.  immediate results 94% agreed the formula applies evenly 91% agreed lips look more defined 88% agreed lip border looks more contoured  after 4 weeks 100% agreed lips feel softer and smoother 97% agreed lips feel more hydrated 94% agreed lips appear firmer  *based on a 34-subject consumer perception study after immediate + 4 weeks of use.  arriving january 30th at 9am PT. join the waitlist at rhodeskin.com 💫"
image,https://www.instagram.com/p/DFVm92bS_m_/?img_index=1,159766,"everyday lift 🪄@mulan_bae wears peptide lip shape in shade lift, a soft neutral pink. join the waitlist at rhodeskin.com"
video,https://www.instagram.com/p/DFVi3bJvD23/,43129,"shape + smudge 🪄  peptide lip shape features a dual-ended design for everyday lip shaping on the go. glide the lip shaper along the outline of your lips and use the silicone smudger to diffuse the color or tidy up the edges.  you can follow your natural lip line, overline for extra volume, or fill in your lips entirely. we love to finish with peptide lip tint for nourishing hydration and a hint of tint.  peptide lip shape arrives january 30th at 9am PT. join the waitlist at rhodeskin.com ✨"
image,https://www.instagram.com/p/DFTByx5S3_k/?img_index=1,110569,"effortless flex 🎀 get to know peptide lip shape.  💫 good for: all skin types 💫 feels like: a creamy texture that glides onto lips 💫 looks like: a soft-focus, contoured effect 💫 made with: a skin-smoothing peptide and volumizing fenugreek extract 💫 FYI: cruelty-free, vegan, gluten-free, dermatologist-tested  @anyyier wears shade flex, a rich neutral brown. arriving january 30th at 9am PT."
image,https://www.instagram.com/p/DFS-GbJvqtJ/?img_index=1,67546,"take us with you 🪩  meet the rhode mirror, our signature compact to take on the go. slip it in your purse or makeup bag for blush and lip touch-ups anytime, anywhere.  arriving along with peptide lip shape on january 30th at 9am PT. join the waitlist at rhodeskin.com ✨"
image,https://www.instagram.com/p/DFQcwfnP3F5/?img_index=1,244205,"peptide press 🎀  nourishing your lips like the rest of your face is essential for a plump, healthy pout. that’s why we developed peptide lip shape as a hybrid formula. while the soft-focus color contours your lips, high-performance skincare ingredients help them feel smoother, firmer, and more hydrated over time.  💫 peptide: a short chain of 3 amino acids that help soften lips for a visibly smoother appearance and are known to boost hydration  💫 fenugreek extract: derived from organic fenugreek sprouts, it visibly enhances the look of lip volume and gives lips a firmer appearance  @haileybieber wears shade press, a warm pinky mauve. see you on january 30th at 9am PT."
